CG	OMIM_ID	REF_SEQ	e_value	gene	description	disease
CG6235-PC	604325	NP_858061	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PD	604325	NP_858061	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PE	604325	NP_858061	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PF	604325	NP_858061	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PG	604325	NP_858061	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PH	604325	NP_858061	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PA	604325	NP_858062	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PB	604325	NP_858062	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PC	604325	NP_858062	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PD	604325	NP_858062	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PE	604325	NP_858062	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PF	604325	NP_858062	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PG	604325	NP_858062	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PH	604325	NP_858062	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PA	604325	NP_858063	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PB	604325	NP_858063	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PC	604325	NP_858063	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PD	604325	NP_858063	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PE	604325	NP_858063	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PF	604325	NP_858063	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PG	604325	NP_858063	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PH	604325	NP_858063	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PA	604325	NP_858064	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PB	604325	NP_858064	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PC	604325	NP_858064	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PD	604325	NP_858064	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PE	604325	NP_858064	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PF	604325	NP_858064	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PG	604325	NP_858064	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG6235-PH	604325	NP_858064	0	PPP2R2B	B55-BETA;PP2AB-BETA;PP2AB55-BETA;PP2APR55-BETA;PR55-BETA	Spinocerebellar ataxia 12, 604326 (3)
CG13383-PA	603113	NP_859050	0	PPP2R1B		Lung cancer, 211980 (3)
CG13383-PB	603113	NP_859050	0	PPP2R1B		Lung cancer, 211980 (3)
CG13383-PC	603113	NP_859050	0	PPP2R1B		Lung cancer, 211980 (3)
CG18251-PB	608441	NP_892006	0	KIAA0796;KIAA1262;KIAA1756;SCAR8;SYNE1	KIAA0796;KIAA1262;KIAA1756;NESPRIN 1;NUCLEAR ENVELOPE SPECTRIN REPEAT PROTEIN 1	Spinocerebellar ataxia, autosomal recessive 8, 610743 (3)
CG1799-PA	146690	NP_899066	0	IMPDH1;LCA11;RP10	IMPD;INOSINE-5-PRIME-MONOPHOSPHATE DEHYDROGENASE, TYPE I; IMPD1	Leber congenital amaurosis XI (3);Retinitis pigmentosa-10, 180105 (3)
CG1799-PC	146690	NP_899066	0	IMPDH1;LCA11;RP10	IMPD;INOSINE-5-PRIME-MONOPHOSPHATE DEHYDROGENASE, TYPE I; IMPD1	Leber congenital amaurosis XI (3);Retinitis pigmentosa-10, 180105 (3)
CG8566-PD	605995	NP_904325	0	CMT2A;CMT2A1;KIF1B		Charcot-Marie-Tooth disease, type 2A1, 118210 (3)
CG9907-PA	600163	NP_932173	0	CDCD2;CMD1E;HB1;IVF;LQT3;SCN5A;SSS1	NAV1.5	Brugada syndrome, 601144 (3);Cardiomyopathy, dilated, 1E, 601154 (3);Heart block, nonprogressive, 113900 (3);Heart block, progressive, type I, 113900 (3);Long QT syndrome-3, 603830 (3);Sick sinus syndrome, 608567 (3);Ventricular fibrillation, idiopathic, 603829 (3)
CG10236-PA	600805	NP_937762	0	LAMA3;LOCS	LAM5, ALPHA-3 SUBUNIT;LAMININ 5, ALPHA-3 SUBUNIT;LAMININ A3	Epidermolysis bullosa, generalized atrophic benign, 226650 (3);Epidermolysis bullosa, junctional, Herlitz type, 226700 (3);Laryngoonychocutaneous syndrome, 245660 (3)
CG12101-PA	118190	NP_955472	0	HSP60;HSPD1;SPG13	CHAPERONIN, 60-KD; CPN60;GroEL, E. COLI, HOMOLOG OF;HSP60	Spastic paraplegia-13, 605280 (3)
CG12101-PB	118190	NP_955472	0	HSP60;HSPD1;SPG13	CHAPERONIN, 60-KD; CPN60;GroEL, E. COLI, HOMOLOG OF;HSP60	Spastic paraplegia-13, 605280 (3)
CG7235-PA	118190	NP_955472	0	HSP60;HSPD1;SPG13	CHAPERONIN, 60-KD; CPN60;GroEL, E. COLI, HOMOLOG OF;HSP60	Spastic paraplegia-13, 605280 (3)
CG7235-PB	118190	NP_955472	0	HSP60;HSPD1;SPG13	CHAPERONIN, 60-KD; CPN60;GroEL, E. COLI, HOMOLOG OF;HSP60	Spastic paraplegia-13, 605280 (3)
CG7235-PC	118190	NP_955472	0	HSP60;HSPD1;SPG13	CHAPERONIN, 60-KD; CPN60;GroEL, E. COLI, HOMOLOG OF;HSP60	Spastic paraplegia-13, 605280 (3)
CG6383-PA	604210	NP_957705	0	CRB1;LCA8;RP12		Leber congenital amaurosis VIII (3);Pigmented paravenous chorioretinal atrophy, 172870 (3);Retinitis pigmentosa-12, autosomal recessive, 600105 (3)
CG9115-PA	603557	NP_958435	0	CMT4B1;MTMR2	KIAA1073	Charcot-Marie-Tooth disease, type 4B1, 601382 (3)
CG9115-PA	603557	NP_958438	0	CMT4B1;MTMR2	KIAA1073	Charcot-Marie-Tooth disease, type 4B1, 601382 (3)
CG33038-PA	608210	NP_997005	0	EXT2		Exostoses, multiple, type 2, 133701 (3)
CG33038-PC	608210	NP_997005	0	EXT2		Exostoses, multiple, type 2, 133701 (3)
CG6938-PA	608662	NP_998764	0	GDD1;TMEM16E	GDD1 GENE; GDD1	Gnthodiaphyseal dysplasia, 166260 (3)
CG6214-PB	603234	XP_001125860	0	ABC34;ABCC6;ARA;MLP1;PXE	ANTHRACYCLINE RESISTANCE-ASSOCIATED PROTEIN; ARA;MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 6; MRP6	Pseudoxanthoma elasticum, autosomal dominant, 177850 (3);Pseudoxanthoma elasticum, autosomal recessive, 264800 (3)
CG3725-PA	108730	XP_001127578	0	ATP2A1;SERCA1	SARCOPLASMIC RETICULUM Ca(2+)-ATPase 1; SERCA1	Brody myopathy, 601003 (3)
CG3725-PB	108730	XP_001127578	0	ATP2A1;SERCA1	SARCOPLASMIC RETICULUM Ca(2+)-ATPase 1; SERCA1	Brody myopathy, 601003 (3)
CG3725-PC	108730	XP_001127578	0	ATP2A1;SERCA1	SARCOPLASMIC RETICULUM Ca(2+)-ATPase 1; SERCA1	Brody myopathy, 601003 (3)
CG3725-PD	108730	XP_001127578	0	ATP2A1;SERCA1	SARCOPLASMIC RETICULUM Ca(2+)-ATPase 1; SERCA1	Brody myopathy, 601003 (3)
CG3725-PE	108730	XP_001127578	0	ATP2A1;SERCA1	SARCOPLASMIC RETICULUM Ca(2+)-ATPase 1; SERCA1	Brody myopathy, 601003 (3)
CG3725-PF	108730	XP_001127578	0	ATP2A1;SERCA1	SARCOPLASMIC RETICULUM Ca(2+)-ATPase 1; SERCA1	Brody myopathy, 601003 (3)
CG3725-PG	108730	XP_001127578	0	ATP2A1;SERCA1	SARCOPLASMIC RETICULUM Ca(2+)-ATPase 1; SERCA1	Brody myopathy, 601003 (3)
CG3725-PH	108730	XP_001127578	0	ATP2A1;SERCA1	SARCOPLASMIC RETICULUM Ca(2+)-ATPase 1; SERCA1	Brody myopathy, 601003 (3)
CG4252-PA	601215	XP_001131387	0	ATR;FRP1;SCKL	FRAP-RELATED PROTEIN 1; FRP1	Seckel syndrome 1, 210600 (3)
CG3936-PA	600275	XP_001133349	0	AGS2;NOTCH2		Alagille syndrome 2, 610205 (3)
CG11579-PA	116806	XP_001133660	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PB	116806	XP_001133660	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PC	116806	XP_001133660	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PD	116806	XP_001133660	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PA	116806	XP_001133664	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PB	116806	XP_001133664	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PC	116806	XP_001133664	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PD	116806	XP_001133664	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PA	116806	XP_001133673	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PB	116806	XP_001133673	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PC	116806	XP_001133673	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PD	116806	XP_001133673	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PA	116806	XP_001133675	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PB	116806	XP_001133675	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PC	116806	XP_001133675	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG11579-PD	116806	XP_001133675	0	CTNNB1	CADHERIN-ASSOCIATED PROTEIN, BETA; CTNNB	Colorectal cancer (3);Hepatoblastoma (3);Hepatocellular carcinoma, 114550 (3);Ovarian carcinoma, endometrioid type (3);Pilomatricoma, 132600 (3)
CG8732-PA	300157	NP_004449	1e-180	ACS4;FACL4;MRX63	ACYL-CoA SYNTHETASE 4; ACS4	Mental retardation, X-linked nonspecific, 63, 300387 (3)
CG8732-PB	300157	NP_004449	1e-180	ACS4;FACL4;MRX63	ACYL-CoA SYNTHETASE 4; ACS4	Mental retardation, X-linked nonspecific, 63, 300387 (3)
CG8732-PC	300157	NP_004449	1e-180	ACS4;FACL4;MRX63	ACYL-CoA SYNTHETASE 4; ACS4	Mental retardation, X-linked nonspecific, 63, 300387 (3)
CG7461-PA	609575	NP_000009	2e-180	ACADVL;VLCAD	VLCAD	VLCAD deficiency, 201475 (3)
CG4545-PA	163970	NP_001034	2e-180	NAT1;NET1;SLC6A2	MEMBER 2; SLC6A2;NEUROTRANSMITTER TRANSPORTER, NORADRENALINE; NAT1;NOREPINEPHRINE TRANSPORTER PROTEIN 1; NET; NET1	Orthostatic intolerance, 604715 (3)
CG6214-PB	600509	NP_000343	3e-180	ABCC8;HHF1;PHHI;SUR;SUR1;TNDM2	SULFONYLUREA RECEPTOR, BETA-CELL HIGH-AFFINITY;SULFONYLUREA RECEPTOR; SUR;SUR1	Diabetes mellitus, noninsulin-dependent, 125853 (3);Diabetes mellitus, permanent neonatal, 606176 (3);Diabetes mellitus, transient neonatal 2, 610374 (3);Hyperinsulinemic hypoglycemia, familial, 1, 256450 (3);Hypoglycemia of infancy, leucine-sensitive, 240800 (3)
CG4561-PA	603623	NP_003671	3e-180	CMTDIC;TYRRS;YARS;YRS;YTS	TYRRS;YRS;YTS	Charcot-Marie-Tooth disease, dominant intermediate C, 608323 (3)
CG8169-PA	600259	NP_000526	5e-180	HNPCC4;PMS2;PMSL2	MISMATCH REPAIR GENE PMSL2; PMSL2	Colorectal cancer, hereditary nonpolyposis, type 4 (3);Neuroectodermal tumors, supratentorial primitive, with cafe-au-lait spots, 608623 (3);Turcot syndrome with glioblastoma, 276300 (3)
CG33087-PC	603506	NP_002326	5e-180	BMND1;EVR4;LR3;LRP5;LRP7;OPPG;OPTA1;VBCH2	LOW DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 7; LRP7;LR3	Exudative vitreoretinopathy 4, 601813 (3);Hyperostosis, endosteal, 144750 (3);Osteopetrosis, AD type I, 607634 (3);Osteoporosis-pseudoglioma syndrome, 259770 (3);Osteosclerosis, 144750 (3);van Buchem disease, type 2, 607636 (3);[Bone mineral density variability 1], 601884 (3);{Osteoporosis}, 166710 (3)
CG1516-PH	608786	NP_000911	9e-180	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG1516-PH	608786	NP_071504	9e-180	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG7461-PA	609575	NP_001029031	1e-179	ACADVL;VLCAD	VLCAD	VLCAD deficiency, 201475 (3)
CG9071-PA	600163	NP_000326	2e-179	CDCD2;CMD1E;HB1;IVF;LQT3;SCN5A;SSS1	NAV1.5	Brugada syndrome, 601144 (3);Cardiomyopathy, dilated, 1E, 601154 (3);Heart block, nonprogressive, 113900 (3);Heart block, progressive, type I, 113900 (3);Long QT syndrome-3, 603830 (3);Sick sinus syndrome, 608567 (3);Ventricular fibrillation, idiopathic, 603829 (3)
CG9071-PB	600163	NP_000326	2e-179	CDCD2;CMD1E;HB1;IVF;LQT3;SCN5A;SSS1	NAV1.5	Brugada syndrome, 601144 (3);Cardiomyopathy, dilated, 1E, 601154 (3);Heart block, nonprogressive, 113900 (3);Heart block, progressive, type I, 113900 (3);Long QT syndrome-3, 603830 (3);Sick sinus syndrome, 608567 (3);Ventricular fibrillation, idiopathic, 603829 (3)
CG1799-PB	146690	NP_899066	2e-179	IMPDH1;LCA11;RP10	IMPD;INOSINE-5-PRIME-MONOPHOSPHATE DEHYDROGENASE, TYPE I; IMPD1	Leber congenital amaurosis XI (3);Retinitis pigmentosa-10, 180105 (3)
CG9071-PA	600163	NP_932173	2e-179	CDCD2;CMD1E;HB1;IVF;LQT3;SCN5A;SSS1	NAV1.5	Brugada syndrome, 601144 (3);Cardiomyopathy, dilated, 1E, 601154 (3);Heart block, nonprogressive, 113900 (3);Heart block, progressive, type I, 113900 (3);Long QT syndrome-3, 603830 (3);Sick sinus syndrome, 608567 (3);Ventricular fibrillation, idiopathic, 603829 (3)
CG9071-PB	600163	NP_932173	2e-179	CDCD2;CMD1E;HB1;IVF;LQT3;SCN5A;SSS1	NAV1.5	Brugada syndrome, 601144 (3);Cardiomyopathy, dilated, 1E, 601154 (3);Heart block, nonprogressive, 113900 (3);Heart block, progressive, type I, 113900 (3);Long QT syndrome-3, 603830 (3);Sick sinus syndrome, 608567 (3);Ventricular fibrillation, idiopathic, 603829 (3)
CG4548-PA	300032	NP_000480	3e-179	ATRX;MRXHF1;MRXS3;SFM1;SHS;XH2;XNP	HELICASE 2, X-LINKED; XH2;X-LINKED NUCLEAR PROTEIN GENE; XNP	Alpha-thalassemia myelodysplasia syndrome, somatic, 300448 (3);Alpha-thalassemia/mental retardation syndrome, 301040 (3);Chudley-Lowry syndrome, 309490 (3);Juberg-Marsidi syndrome, 309590 (3);Mental retardation-hypotonic facies syndrome, X-linked, 309580 (3);Smith-Fineman-Myers syndrome, 309580 (3);Sutherland-Haan syndrome-like, 300465 (3)
CG4548-PB	300032	NP_000480	3e-179	ATRX;MRXHF1;MRXS3;SFM1;SHS;XH2;XNP	HELICASE 2, X-LINKED; XH2;X-LINKED NUCLEAR PROTEIN GENE; XNP	Alpha-thalassemia myelodysplasia syndrome, somatic, 300448 (3);Alpha-thalassemia/mental retardation syndrome, 301040 (3);Chudley-Lowry syndrome, 309490 (3);Juberg-Marsidi syndrome, 309590 (3);Mental retardation-hypotonic facies syndrome, X-linked, 309580 (3);Smith-Fineman-Myers syndrome, 309580 (3);Sutherland-Haan syndrome-like, 300465 (3)
CG1799-PB	146690	NP_000874	3e-179	IMPDH1;LCA11;RP10	IMPD;INOSINE-5-PRIME-MONOPHOSPHATE DEHYDROGENASE, TYPE I; IMPD1	Leber congenital amaurosis XI (3);Retinitis pigmentosa-10, 180105 (3)
CG4548-PA	300032	NP_612114	3e-179	ATRX;MRXHF1;MRXS3;SFM1;SHS;XH2;XNP	HELICASE 2, X-LINKED; XH2;X-LINKED NUCLEAR PROTEIN GENE; XNP	Alpha-thalassemia myelodysplasia syndrome, somatic, 300448 (3);Alpha-thalassemia/mental retardation syndrome, 301040 (3);Chudley-Lowry syndrome, 309490 (3);Juberg-Marsidi syndrome, 309590 (3);Mental retardation-hypotonic facies syndrome, X-linked, 309580 (3);Smith-Fineman-Myers syndrome, 309580 (3);Sutherland-Haan syndrome-like, 300465 (3)
CG4548-PB	300032	NP_612114	3e-179	ATRX;MRXHF1;MRXS3;SFM1;SHS;XH2;XNP	HELICASE 2, X-LINKED; XH2;X-LINKED NUCLEAR PROTEIN GENE; XNP	Alpha-thalassemia myelodysplasia syndrome, somatic, 300448 (3);Alpha-thalassemia/mental retardation syndrome, 301040 (3);Chudley-Lowry syndrome, 309490 (3);Juberg-Marsidi syndrome, 309590 (3);Mental retardation-hypotonic facies syndrome, X-linked, 309580 (3);Smith-Fineman-Myers syndrome, 309580 (3);Sutherland-Haan syndrome-like, 300465 (3)
CG4548-PA	300032	NP_612115	3e-179	ATRX;MRXHF1;MRXS3;SFM1;SHS;XH2;XNP	HELICASE 2, X-LINKED; XH2;X-LINKED NUCLEAR PROTEIN GENE; XNP	Alpha-thalassemia myelodysplasia syndrome, somatic, 300448 (3);Alpha-thalassemia/mental retardation syndrome, 301040 (3);Chudley-Lowry syndrome, 309490 (3);Juberg-Marsidi syndrome, 309590 (3);Mental retardation-hypotonic facies syndrome, X-linked, 309580 (3);Smith-Fineman-Myers syndrome, 309580 (3);Sutherland-Haan syndrome-like, 300465 (3)
CG4548-PB	300032	NP_612115	3e-179	ATRX;MRXHF1;MRXS3;SFM1;SHS;XH2;XNP	HELICASE 2, X-LINKED; XH2;X-LINKED NUCLEAR PROTEIN GENE; XNP	Alpha-thalassemia myelodysplasia syndrome, somatic, 300448 (3);Alpha-thalassemia/mental retardation syndrome, 301040 (3);Chudley-Lowry syndrome, 309490 (3);Juberg-Marsidi syndrome, 309590 (3);Mental retardation-hypotonic facies syndrome, X-linked, 309580 (3);Smith-Fineman-Myers syndrome, 309580 (3);Sutherland-Haan syndrome-like, 300465 (3)
CG3590-PA	608222	NP_000017	6e-179	ADSL	ADENYLOSUCCINASE	Adenylosuccinase deficiency, 103050 (3)
CG9071-PA	182389	NP_008851	6e-179	FEB3;GEFSP2;SCN1A;SMEI	NAV1.1;SODIUM CHANNEL, BRAIN TYPE I, ALPHA SUBUNIT; NAC1	Epilepsy, generalized, with febrile seizures plus, type 2, 604233 (3);Epilepsy, intractable childhood, with generalized tonic-clonic seizures, 607208 (3);Epilepsy, severe myoclonic, of infancy, 607208 (3);Febrile convulsions, familial, 3, 604403 (3);Migraine, familial hemiplegic, 3, 609634 (3)
CG9071-PB	182389	NP_008851	6e-179	FEB3;GEFSP2;SCN1A;SMEI	NAV1.1;SODIUM CHANNEL, BRAIN TYPE I, ALPHA SUBUNIT; NAC1	Epilepsy, generalized, with febrile seizures plus, type 2, 604233 (3);Epilepsy, intractable childhood, with generalized tonic-clonic seizures, 607208 (3);Epilepsy, severe myoclonic, of infancy, 607208 (3);Febrile convulsions, familial, 3, 604403 (3);Migraine, familial hemiplegic, 3, 609634 (3)
CG18076-PB	601282	NP_000436	8e-179	EBS1;PLEC1;PLTN	PCN; PLTN	Epidermolysis bullosa simplex, Ogna type, 131950 (3);Muscular dystrophy with epidermolysis bullosa simplex, 226670 (3)
CG18076-PG	601282	NP_000436	8e-179	EBS1;PLEC1;PLTN	PCN; PLTN	Epidermolysis bullosa simplex, Ogna type, 131950 (3);Muscular dystrophy with epidermolysis bullosa simplex, 226670 (3)
CG1516-PF	608786	NP_000911	9e-179	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG1516-PF	608786	NP_071504	9e-179	PC		Pyruvate carboxylase deficiency, 266150 (3)
CG8107-PA	114240	NP_775110	1e-178	CANP3;CAPN3	CALCIUM-ACTIVATED NEUTRAL PROTEASE 3, MUSCLE-SPECIFIC, LARGE SUBUNIT;;CALPAIN III, LARGE SUBUNIT; CANPL3;CALPAIN, LARGE POLYPEPTIDE L3;CANP3;p94	Muscular dystrophy, limb-girdle, type 2A, 253600 (3)
CG5320-PB	138130	NP_005262	2e-178	GLUD1	GDH;GLUD	Hyperinsulinism-hyperammonemia syndrome, 606762 (3)
CG4141-PA	171834	NP_006209	4e-178	PIK3CA	p110-ALPHA;PHOSPHATIDYLINOSITOL 3-KINASE, CATALYTIC, 110-KD, ALPHA	Breast cancer, 114480 (3);Colorectal cancer, 114500 (3);Ovarian cancer, 604370 (3)
CG4141-PB	171834	NP_006209	4e-178	PIK3CA	p110-ALPHA;PHOSPHATIDYLINOSITOL 3-KINASE, CATALYTIC, 110-KD, ALPHA	Breast cancer, 114480 (3);Colorectal cancer, 114500 (3);Ovarian cancer, 604370 (3)
CG31793-PA	607040	NP_115972	6e-178	ABCC11;MRP8;EWWD;WW	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 8; MRP8	[Earwax, wet/dry], 117800 (3)
CG31793-PA	607040	NP_149163	6e-178	ABCC11;MRP8;EWWD;WW	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 8; MRP8	[Earwax, wet/dry], 117800 (3)
CG9314-PA	115500	NP_001743	9e-178	CAT		Acatalasemia (3)
CG9629-PA	107323	NP_001173	1e-177		ANTIQUITIN; ATQ1	
CG9629-PB	107323	NP_001173	1e-177		ANTIQUITIN; ATQ1	
CG4779-PA	607474	NP_000178	2e-177	HGD;AKU	HGO	Alkaptonuria, 203500 (3)
CG4779-PA	607474	XP_001123365	2e-177	HGD;AKU	HGO	Alkaptonuria, 203500 (3)
